site,depth,lateral,time,test,location,values,num_test
2,1.5,0.5,322,NH4,P2.B,NA,TRUE
2,1.5,0.5,322,NH4,P2.C,NA,TRUE
2,1.5,0.5,322,NH4,P1.D,NA,TRUE
2,1.5,0.5,322,NH4,P1.E,NA,TRUE
2,1.5,0.5,322,NH4,P1.F,NA,TRUE
2,1.5,0.5,322,NH4,M,NA,TRUE
2,1.5,0.5,322,NH4,Lined,NA,TRUE
2,1.5,0.5,322,NH4,Unlined,NA,TRUE
2,1.5,0.5,322,NO3,P2.A,26.9,TRUE
2,1.5,0.5,322,NO3,P2.B,13.9,TRUE
2,1.5,0.5,322,NO3,P2.C,17.5,TRUE
2,1.5,0.5,322,NO3,P1.D,8,TRUE
2,1.5,0.5,322,NO3,P1.E,17,TRUE
2,1.5,0.5,322,NO3,P1.F,8.9,TRUE
2,1.5,0.5,322,NO3,M,24.9,TRUE
2,1.5,0.5,322,NO3,Lined,20.8,TRUE
2,1.5,0.5,322,NO3,Unlined,14.7,TRUE
2,1.5,0.5,322,EC,P2.A,495,TRUE
2,1.5,0.5,322,EC,P2.B,215,TRUE
2,1.5,0.5,322,EC,P2.C,329,TRUE
2,1.5,0.5,322,EC,P1.D,450,TRUE
2,1.5,0.5,322,EC,P1.E,431,TRUE
2,1.5,0.5,322,EC,P1.F,470,TRUE
2,1.5,0.5,322,EC,M,413,TRUE
2,1.5,0.5,322,EC,Lined,363,TRUE
2,1.5,0.5,322,EC,Unlined,441,TRUE
2,1.5,0.5,322,P,P2.A,NA,TRUE
2,1.5,0.5,322,P,P2.B,NA,TRUE
2,1.5,0.5,322,P,P2.C,NA,TRUE
2,1.5,0.5,322,P,P1.D,NA,TRUE
2,1.5,0.5,322,P,P1.E,NA,TRUE
2,1.5,0.5,322,P,P1.F,NA,TRUE
2,1.5,0.5,322,P,M,NA,TRUE
2,1.5,0.5,322,P,Lined,NA,TRUE
2,1.5,0.5,322,P,Unlined,NA,TRUE
2,1.5,0.5,322,TC,P2.A,3700000,TRUE
2,1.5,0.5,322,TC,P2.B,4800000,TRUE
2,1.5,0.5,322,TC,P2.C,3000000,TRUE
2,1.5,0.5,322,TC,P1.D,8000000,TRUE
2,1.5,0.5,322,TC,P1.E,3200000,TRUE
2,1.5,0.5,322,TC,P1.F,4800000,TRUE
2,1.5,0.5,322,TC,M,5900000,TRUE
2,1.5,0.5,322,TC,Lined,4350000,TRUE
2,1.5,0.5,322,TC,Unlined,5475000,TRUE
2,1.5,1,322,pH,P2.A,8.75,TRUE
2,1.5,1,322,pH,P2.B,8.89,TRUE
2,1.5,1,322,pH,P2.C,8.3,TRUE
2,1.5,1,322,pH,P1.D,8.9,TRUE
2,1.5,1,322,pH,P1.E,8.45,TRUE
2,1.5,1,322,pH,P1.F,8.59,TRUE
2,1.5,1,322,pH,M,NA,TRUE
2,1.5,1,322,pH,Lined,8.65,TRUE
2,1.5,1,322,pH,Unlined,8.65,TRUE
2,1.5,1,322,NH4,P2.A,NA,TRUE
2,1.5,1,322,NH4,P2.B,NA,TRUE
2,1.5,1,322,NH4,P2.C,NA,TRUE
2,1.5,1,322,NH4,P1.D,NA,TRUE
2,1.5,1,322,NH4,P1.E,NA,TRUE
2,1.5,1,322,NH4,P1.F,NA,TRUE
2,1.5,1,322,NH4,M,NA,TRUE
2,1.5,1,322,NH4,Lined,NA,TRUE
2,1.5,1,322,NH4,Unlined,NA,TRUE
2,1.5,1,322,NO3,P2.A,21.1,TRUE
2,1.5,1,322,NO3,P2.B,18.7,TRUE
2,1.5,1,322,NO3,P2.C,11.6,TRUE
2,1.5,1,322,NO3,P1.D,23.4,TRUE
2,1.5,1,322,NO3,P1.E,13.6,TRUE
2,1.5,1,322,NO3,P1.F,13.8,TRUE
2,1.5,1,322,NO3,M,NA,TRUE
2,1.5,1,322,NO3,Lined,17.13,TRUE
2,1.5,1,322,NO3,Unlined,16.93,TRUE
2,1.5,1,322,EC,P2.A,382,TRUE
2,1.5,1,322,EC,P2.B,401,TRUE
2,1.5,1,322,EC,P2.C,269,TRUE
2,1.5,1,322,EC,P1.D,389,TRUE
2,1.5,1,322,EC,P1.E,433,TRUE
2,1.5,1,322,EC,P1.F,399,TRUE
2,1.5,1,322,EC,M,NA,TRUE
2,1.5,1,322,EC,Lined,350.67,TRUE
2,1.5,1,322,EC,Unlined,407,TRUE
2,1.5,1,322,P,P2.A,NA,TRUE
2,1.5,1,322,P,P2.B,NA,TRUE
2,1.5,1,322,P,P2.C,NA,TRUE
2,1.5,1,322,P,P1.D,NA,TRUE
2,1.5,1,322,P,P1.E,NA,TRUE
2,1.5,1,322,P,P1.F,NA,TRUE
2,1.5,1,322,P,M,NA,TRUE
2,1.5,1,322,P,Lined,NA,TRUE
2,1.5,1,322,P,Unlined,NA,TRUE
2,1.5,1,322,TC,P2.A,4700000,TRUE
2,1.5,1,322,TC,P2.B,3400000,TRUE
2,1.5,1,322,TC,P2.C,17100000,TRUE
2,1.5,1,322,TC,P1.D,19000000,TRUE
2,1.5,1,322,TC,P1.E,7800000,TRUE
2,1.5,1,322,TC,P1.F,3300000,TRUE
2,1.5,1,322,TC,M,NA,TRUE
2,1.5,1,322,TC,Lined,8400000,TRUE
2,1.5,1,322,TC,Unlined,10033333.33,TRUE
